Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
68	-33.34454	10.855381	-12.0	-63.0	33.34454	-99.97712	0.5204575	-67.35398	-99.98774	276000	7.390976e-09	0.28131655	-0.0071020937	-0.2610163	nan	0.015405604	0.14375	21.0	1681.6727108955383
69	-34.469566	10.825349	-11.0	-77.0	34.469566	-99.88964	2.934467	20.445507	-99.97853	280000	-8.106232e-09	8.620237	-0.009998565	-8.618732	nan	-0.12693457	0.40725	79.0	1712.6791059970856
70	-35.008774	11.154808	-10.0	-65.0	35.008774	-99.9795	0.082162775	-96.01281	-99.98237	284000	1.34706495e-08	0.006783869	-0.011856291	-0.0061673806	nan	-0.121153384	0.443	79.0	1743.5094158649445
71	-35.526787	10.839708	-11.0	-72.0	35.526787	-99.979904	0.13188249	-95.01677	-99.98614	288000	9.298325e-09	0.01748055	-0.016417751	-0.016391959	nan	-0.1429292	0.47375	79.0	1774.2748589515686
72	-35.642857	11.526257	-13.0	-71.0	35.642857	-99.94436	2.7711313	75.2672	-99.98972	292000	2.6226044e-09	7.6813927	-0.005389197	-7.680428	nan	-0.11385721	0.3315	79.0	1804.6262907981873
73	-34.16239	11.784357	-10.0	-86.0	34.16239	-99.97083	1.0066725	-38.29959	-99.9921	296000	3.4570693e-09	1.0138916	-0.007052994	-1.0058465	nan	-0.118945844	0.36375	79.0	1835.1468517780304
74	-36.272728	12.07244	-15.0	-81.0	36.272728	-99.9928	0.06723196	-97.9248	-99.99624	300000	-7.152557e-09	0.004600652	-0.017095784	-0.004297127	nan	-0.14669636	0.50525	79.0	1864.9288849830627
75	-33.99145	9.497184	-17.0	-60.0	33.99145	-99.994125	0.059573963	-97.65336	-99.99649	304000	1.2159347e-08	0.0035737415	-0.0131904455	-0.0018674101	nan	-0.14516021	0.5035	79.0	1896.2800388336182
76	-35.954956	11.003183	-12.0	-66.0	35.954956	-99.99101	0.22849609	-88.6916	-99.9981	308000	2.6226044e-09	0.05226424	-0.010867677	-0.04993205	nan	-0.13443781	0.42025	79.0	1926.547201871872
77	-34.068375	11.133016	-11.0	-62.0	34.068375	-99.99814	0.041206602	-98.34993	-99.99979	312000	4.768372e-10	0.0016859465	-0.013367933	-0.0016467541	nan	-0.13833326	0.47275	79.0	1958.4442360401154
